,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
19,Rory McIlroy,4,3,4,4,4,3,3,4,3,3,4,3,4,3,4,3,3,3,3,4,3,5,3,4,3,3,3,4,2,8,5,4,6,2,4,4,4,6,4,4,4,4,4,3,3,4,3,4,4,5,4,4,4,4,4,4,4,5,4,5,4,2,4,4,2,4,4,4,3,2,4,4
20,Keegan Bradley,4,5,4,4,3,5,3,3,3,4,3,3,5,4,4,3,3,6,4,3,5,4,4,4,3,4,4,4,4,4,3,3,5,4,3,4,4,4,4,4,3,4,5,3,4,3,3,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,3,4,2,4,4,4,4,3,4,4
21,Matthew NeSmith,4,3,3,4,4,3,3,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,3,5,4,3,4,4,3,4,4,4,4,3,4,3,4,5,4,4,3,4,5,3,4,4,2,3,4,4,3,3,5,4,4,4,4,5,3,5,4,3,4,4,3,4,6,4,3,3,4,4
22,Harris English,4,3,5,4,2,4,4,3,4,3,3,5,4,4,3,3,4,4,4,2,4,5,4,5,2,3,4,4,3,3,4,3,4,5,3,3,4,3,4,5,3,4,4,3,4,4,3,5,4,3,4,3,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,3,4,4
23,K.H. Lee,3,3,4,6,4,3,3,3,4,4,5,4,3,3,5,4,3,4,3,4,4,3,3,5,4,2,3,4,2,4,3,4,5,3,4,4,4,4,3,5,3,5,4,3,4,4,3,4,4,3,3,3,4,3,4,4,4,5,3,5,3,3,4,3,3,4,6,4,5,4,4,5
24,Ryan Armour,4,3,4,4,4,3,3,4,4,4,4,4,5,3,4,4,3,4,3,3,4,4,3,5,4,3,4,4,2,4,4,5,3,3,5,3,5,3,3,5,3,4,4,4,4,5,4,3,6,3,5,3,4,4,3,4,3,4,2,7,3,2,4,4,3,4,6,3,3,3,4,4
25,Kevin Streelman,3,3,5,4,3,5,3,4,4,5,4,4,4,3,5,3,5,4,3,4,4,4,2,4,4,3,4,4,2,5,4,5,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,4,5,4,4,3,3,3,3,4,4,5,3,5,3,2,5,3,2,4,6,4,3,3,4,4
26,Mackenzie Hughes,4,3,4,5,5,4,3,4,4,4,4,5,4,3,4,4,2,4,3,4,4,4,2,5,4,3,4,4,3,4,3,5,4,3,4,3,4,4,3,4,3,5,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,3,4,4,4,2,4,5,3,4,7,4,4,3,3,3
27,Bill Haas,4,4,4,5,4,3,4,3,4,4,4,4,4,3,5,4,4,5,4,3,5,3,3,4,4,3,3,4,3,3,5,4,3,2,4,4,3,4,5,4,3,4,4,3,4,3,3,5,4,4,6,2,3,4,4,4,4,4,2,4,4,3,3,4,3,3,6,4,4,4,4,4
28,Brendan Steele,4,4,4,5,3,5,4,3,3,4,3,4,5,4,3,3,3,4,4,3,3,4,3,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,5,4,3,5,4,3,4,3,3,4,5,3,3,4,4,4,3,4,4,5,2,5,4,4,4,3,3,4,6,4,3,3,4,4
